gen best mean std
0 24.046292 -4.815641 4.672865
1 24.046292 -1.557360 7.844509
2 24.991191 2.722599 8.875433
3 39.163805 6.473526 11.933705
4 39.191914 10.002893 12.782050
5 39.211427 14.007292 13.611995
6 39.211427 13.215267 13.713662
7 40.819206 14.534918 13.059231
8 52.472350 13.584462 14.868643
9 52.472350 15.015766 15.365825
10 52.472350 17.503171 13.819458
11 54.961149 16.987345 14.448696
12 54.961149 17.716450 12.633295
13 54.961149 15.921579 13.740043
14 54.961149 15.335945 14.709095
15 54.961149 17.181699 13.249868
16 56.703555 17.801687 14.959176
17 74.997332 18.811818 15.950220
18 74.997332 20.819292 13.765202
19 74.997332 19.183905 15.702651
20 80.074322 21.490615 16.635402
21 80.074322 20.446469 18.931390
22 80.074322 20.827253 18.225182
23 80.074322 18.829367 17.699109
24 80.074322 17.625284 15.321709
25 80.637126 16.363930 17.751922
26 80.637126 17.826861 18.634512
27 80.637126 15.517915 18.197051
28 80.637126 13.971702 17.496004
29 80.637126 18.327497 17.468536
30 80.637126 18.101985 18.050942
31 80.637126 13.126269 18.707797
32 80.637126 17.972671 18.732219
33 80.637126 19.722597 18.956361
34 80.637126 18.538982 19.923134
35 80.637126 20.552527 18.897464
36 80.637126 24.200605 20.234857
37 80.637126 19.851930 18.811973
38 80.637126 15.897433 19.748804
39 80.637126 20.648336 20.135753
40 80.637126 19.837969 19.349122
41 80.637126 17.281223 19.613264
42 80.637126 19.637356 18.638087
43 80.637126 18.435586 20.697097
44 80.637126 21.028844 20.657876
45 80.637126 19.165706 20.236837
46 80.637126 20.383661 20.591027
47 80.637126 19.501326 19.735903
48 80.637126 18.421883 20.471625
49 80.637126 17.691753 20.639421
50 80.637126 15.651813 21.635594
51 80.637126 18.581283 21.024026
52 80.637126 16.994661 20.895261
53 80.637126 17.710330 19.885352
54 80.712773 19.688350 21.167294
55 80.712773 19.422247 21.162939
56 80.712773 19.849271 22.197073
57 80.712773 15.325428 21.095508
58 80.712773 14.456129 20.664688
59 80.712773 20.555740 20.229496
60 80.712773 24.242806 21.875225
61 80.712773 23.805566 21.233141
62 80.712773 20.350755 20.050787
63 80.712773 20.202356 22.488108
64 80.712773 23.343670 20.935595
65 80.712773 23.242822 21.979802
66 80.712773 23.183289 20.523907
67 80.712773 21.707351 20.880692
68 80.712773 25.463544 21.322823
69 80.712773 23.645953 21.787401
70 80.712773 23.163848 20.749187
71 80.712773 21.927890 22.819922
72 80.712773 16.846169 21.287467
73 80.712773 20.525244 21.562382
74 80.712773 22.682254 20.869559
75 80.712773 22.215277 20.166732
76 80.712773 23.049615 20.800753
77 80.712773 18.547624 21.472618
78 80.712773 23.017740 20.704047
79 80.712773 18.220187 20.522668
80 80.712773 24.711366 20.444581
81 80.712773 20.517799 21.503761
82 80.712773 19.685985 21.067910
83 80.712773 21.572877 20.197414
84 80.712773 22.006676 20.530485
85 80.712773 23.603787 21.349763
86 80.712773 22.075608 22.420130
87 80.712773 25.559072 21.225607
88 80.712773 25.064877 20.097743
89 80.712773 24.785955 20.603545
90 80.712773 25.203574 20.905098
91 80.712773 21.737566 21.370215
92 80.712773 17.800913 21.919650
93 80.712773 22.987810 22.551059
94 80.712773 17.949927 21.090299
95 80.712773 25.215927 20.198837
96 80.712773 21.071182 21.398256
97 88.453269 24.747338 20.805440
98 88.453269 22.854255 22.200175
99 88.453269 21.996347 21.740142
