gen best mean std
0 21.893979 -4.055041 5.501284
1 28.737085 1.191040 10.394447
2 29.040958 4.129606 11.320157
3 41.316124 8.994130 14.809665
4 41.316124 9.994078 14.964923
5 46.495464 14.025626 13.229904
6 46.495464 13.324139 14.553220
7 46.495464 13.989149 13.289122
8 46.495464 14.194699 14.597568
9 79.437653 13.499886 17.505890
10 79.437653 13.864306 15.324182
11 79.437653 11.385926 16.753332
12 79.437653 15.782734 15.483628
13 79.437653 16.529136 16.108390
14 79.437653 17.928689 15.744137
15 79.437653 12.930771 18.168857
16 79.437653 16.851426 16.780229
17 79.437653 19.133971 18.832865
18 79.437653 19.476789 17.669121
19 79.437653 18.797773 18.459548
20 79.437653 15.841838 19.152841
21 79.437653 17.736349 19.588386
22 79.437653 20.262870 20.372642
23 79.437653 17.739457 18.401532
24 79.437653 20.393371 18.968470
25 79.437653 21.482491 19.431205
26 79.437653 19.410994 19.348185
27 79.437653 15.937644 18.735383
28 79.437653 17.953848 19.253903
29 79.437653 15.569239 19.699158
30 79.437653 19.482507 20.125970
31 79.437653 18.027018 21.018232
32 79.437653 18.127440 19.323255
33 79.437653 15.332336 19.871439
34 79.437653 16.589225 18.290576
35 79.437653 16.936083 19.623924
36 79.437653 16.910962 19.529891
37 79.437653 16.773622 18.049693
38 79.437653 15.368435 19.026261
39 79.437653 18.708156 18.744110
40 79.437653 17.878957 19.106838
41 79.437653 12.854764 19.481262
42 79.437653 19.589299 19.786483
43 79.437653 18.433396 19.684904
44 79.437653 20.546769 19.753039
45 79.437653 20.392809 19.264223
46 79.437653 16.429471 19.285434
47 79.437653 17.287512 20.103906
48 79.437653 18.872101 19.736366
49 79.437653 17.507095 21.418163
50 79.437653 20.120096 19.240628
51 79.437653 17.641714 18.517022
52 79.437653 20.476101 19.332100
53 79.437653 22.424013 19.570398
54 79.437653 22.155243 20.448999
55 79.437653 19.839358 18.445796
56 79.437653 20.096838 20.322189
57 79.437653 21.322728 19.675882
58 79.437653 21.537483 19.342433
59 79.437653 22.064500 19.330527
60 79.437653 24.075276 17.979693
61 79.437653 22.888242 19.086123
62 79.437653 22.627148 19.675124
63 79.437653 23.376876 18.897983
64 79.437653 21.679011 19.383117
65 79.437653 23.932490 19.875704
66 79.437653 16.535182 21.180644
67 79.437653 22.432610 20.561203
68 79.437653 17.943892 21.326548
69 79.437653 22.656001 19.731766
70 79.437653 21.158620 20.190739
71 79.437653 22.053246 20.429940
72 79.437653 24.372201 18.101328
73 79.437653 17.168772 20.742085
74 79.437653 22.998967 19.334388
75 79.437653 24.488403 17.937694
76 79.437653 19.003936 20.785030
77 79.437653 19.601707 21.358027
78 79.437653 18.390319 20.788751
79 79.437653 18.496174 19.888268
80 79.437653 21.877523 20.675906
81 79.437653 23.014356 18.082592
82 79.437653 25.939401 18.177947
83 79.437653 24.055237 19.923511
84 79.437653 22.070801 20.448126
85 79.437653 20.638521 19.705665
86 79.437653 24.211379 19.449854
87 79.437653 25.410392 19.140282
88 79.437653 18.898760 20.809094
89 79.437653 19.371266 21.899196
90 79.437653 18.306542 21.536594
91 79.437653 19.596128 20.716823
92 79.437653 17.164838 20.541147
93 79.437653 19.937889 20.883408
94 79.437653 20.728611 19.489971
95 79.437653 20.719163 19.974658
96 79.437653 17.720523 20.429243
97 79.437653 20.466105 19.615766
98 79.437653 19.865176 21.085806
99 79.437653 22.804751 18.932648
