gen best mean std
0 13.249012 -6.276215 4.729801
1 31.531323 -2.682314 8.238114
2 31.531323 0.473088 9.382990
3 31.531323 2.711051 10.604776
4 31.531323 3.807469 11.201290
5 31.531323 2.489819 11.359642
6 31.531323 4.075903 12.287616
7 31.531323 5.444306 11.709958
8 31.531323 4.056228 11.739721
9 33.790014 4.652347 12.984832
10 33.790014 6.354194 12.298136
11 33.790014 5.355884 11.937471
12 33.790014 6.167399 11.855005
13 33.790014 7.643302 12.251575
14 33.790014 7.944468 11.986611
15 33.790014 7.636805 12.086810
16 33.790014 9.000021 12.271634
17 33.790014 8.681180 12.538473
18 33.790014 7.543168 12.513196
19 33.790014 8.088114 12.574836
20 33.790014 9.607101 13.244137
21 33.790014 9.625278 13.278428
22 33.790014 9.118162 13.482681
23 33.790014 6.762678 13.739283
24 33.790014 9.038711 13.729529
25 33.790014 8.496703 12.935398
26 33.790014 9.022720 12.867168
27 33.790014 9.277532 13.972324
28 33.790014 9.921364 13.827607
29 33.790014 8.759156 13.391966
30 33.790014 8.489074 13.622474
31 34.188335 9.249528 12.924936
32 34.188335 11.197619 13.105591
33 34.188335 10.254786 13.215371
34 34.188335 8.623683 13.554563
35 34.188335 8.778547 13.394148
36 34.188335 8.689585 13.181850
37 34.188335 9.843735 13.389685
38 34.188335 8.454427 13.293060
39 34.188335 9.465922 14.318989
40 34.188335 7.284488 13.819447
41 34.188335 9.268115 13.522912
42 34.188335 10.002507 13.391766
43 34.188335 9.812846 13.360377
44 34.188335 10.540608 12.438401
45 34.188335 9.314939 11.785558
46 34.188335 8.424914 12.820582
47 34.188335 7.539167 12.697201
48 34.188335 9.224331 13.432941
49 34.188335 7.765690 13.467899
50 34.188335 5.404126 12.139473
51 34.188335 7.938469 12.031455
52 34.188335 10.114361 12.322453
53 34.188335 7.981064 13.041016
54 36.119954 10.164393 12.972671
55 36.119954 7.473863 13.071828
56 36.119954 11.538735 12.349132
57 36.119954 12.086283 11.743087
58 36.119954 8.006154 12.739951
59 36.119954 8.785514 13.141919
60 36.119954 8.099217 13.406521
61 38.064027 10.344344 13.557117
62 38.064027 11.780743 13.085600
63 38.064027 10.425163 12.840727
64 48.595790 9.992571 13.681338
65 48.595790 10.629215 13.142017
66 48.595790 10.154046 13.779199
67 48.595790 11.300183 13.507306
68 48.595790 9.656245 13.389759
69 48.595790 10.999351 14.096053
70 48.595790 11.127329 14.034733
71 48.595790 11.733805 13.489927
72 48.595790 11.049959 14.063400
73 48.595790 9.555740 13.269599
74 48.595790 9.628184 14.022768
75 48.595790 8.788426 13.746733
76 48.595790 11.468542 13.889551
77 48.595790 12.553406 12.663183
78 48.595790 10.662871 13.009005
79 48.595790 11.611092 13.859255
80 48.595790 10.818662 13.845325
81 48.595790 11.192624 13.634219
82 48.595790 9.983136 13.860849
83 48.595790 9.208612 13.387682
84 48.595790 8.193158 13.508081
85 48.595790 9.666772 12.607019
86 48.595790 9.380495 12.568490
87 48.595790 9.723594 12.670829
88 48.595790 7.902455 13.268412
89 48.595790 11.183988 11.358763
90 48.595790 11.461433 13.380633
91 48.595790 9.554140 13.068497
92 48.595790 9.906602 12.788361
93 48.595790 10.224066 13.878086
94 48.595790 8.005020 13.502149
95 48.595790 11.383253 13.003391
96 48.595790 8.217723 13.476086
97 48.595790 11.174699 12.964709
98 48.595790 12.298658 12.419596
99 48.595790 10.767209 12.927809
