gen best mean std
0 20.674076 -5.665104 5.232158
1 22.356342 -2.934178 8.266570
2 31.092030 0.766248 10.221385
3 31.092030 4.050924 11.251891
4 31.092030 6.022036 11.441875
5 31.092030 5.882779 10.463425
6 37.546404 8.747451 11.840676
7 37.546404 8.188837 11.937614
8 37.546404 9.540060 12.464870
9 37.876060 9.135329 11.613496
10 47.616727 8.083682 13.257747
11 47.616727 9.673906 11.624664
12 47.616727 8.023513 11.641598
13 47.616727 9.873992 10.848755
14 47.616727 8.559920 12.350844
15 47.616727 9.549299 10.977250
16 47.616727 8.075202 12.466940
17 47.616727 8.029345 13.113005
18 47.616727 10.305012 12.116429
19 47.616727 10.448388 12.941539
20 47.616727 8.051301 13.352978
21 47.616727 9.340945 12.240091
22 47.616727 8.422426 13.036600
23 47.616727 9.006762 12.556635
24 47.616727 9.486349 11.297800
25 47.616727 7.915107 13.753514
26 47.616727 11.117299 11.690885
27 47.616727 10.849864 12.500269
28 47.616727 9.526563 12.377815
29 47.616727 12.188569 11.867348
30 47.616727 10.770380 12.647840
31 47.616727 9.940980 11.949417
32 47.616727 11.067191 11.788246
33 47.616727 9.776484 13.040692
34 47.616727 11.929844 12.729681
35 47.616727 10.199005 12.089082
36 47.616727 11.413123 11.501978
37 47.616727 12.582939 12.132192
38 47.616727 11.349516 11.686628
39 47.616727 10.983371 12.833709
40 47.616727 12.861551 11.817279
41 47.616727 12.409320 11.914543
42 47.616727 11.139913 12.329967
43 47.616727 9.947854 12.873581
44 47.616727 12.341482 13.133741
45 47.616727 13.134772 12.093630
46 47.616727 14.564203 12.118096
47 47.616727 10.065137 13.252980
48 47.616727 10.598089 13.450784
49 47.616727 12.502081 12.938683
50 47.616727 10.404395 13.589116
51 47.616727 11.815661 13.458360
52 47.616727 9.903862 12.492676
53 47.616727 10.387308 12.156655
54 47.616727 11.118900 12.527558
55 47.616727 13.518632 11.859892
56 47.616727 9.347764 13.565130
57 47.616727 8.622563 14.238302
58 47.616727 11.090270 14.298694
59 47.616727 9.122298 12.944354
60 47.616727 8.659149 13.227713
61 47.616727 10.784197 12.940010
62 47.616727 11.013429 12.793878
63 47.616727 10.862857 13.109894
64 47.616727 9.553454 13.695121
65 47.616727 11.535453 12.612617
66 47.616727 11.251369 12.700284
67 47.616727 11.337078 13.267489
68 47.616727 10.311625 12.426121
69 47.616727 8.596575 13.366764
70 47.616727 10.639958 13.372354
71 47.616727 11.524055 13.633062
72 47.616727 9.723640 12.754721
73 47.616727 9.879668 12.099082
74 47.616727 11.176007 13.277357
75 47.616727 10.623053 12.506479
76 47.616727 9.692321 11.640826
77 47.616727 11.163982 12.233413
78 47.616727 8.930446 13.045083
79 47.616727 10.941350 12.905204
80 47.616727 9.479013 13.216199
81 47.616727 12.720663 11.512253
82 47.616727 12.164042 13.359945
83 47.616727 9.016389 12.443150
84 47.616727 8.338886 12.881783
85 47.616727 8.633439 12.825829
86 47.616727 10.439891 13.364308
87 47.616727 10.094636 12.812242
88 47.616727 9.487746 12.985800
89 47.616727 8.341224 12.450091
90 47.616727 12.690939 11.945905
91 47.616727 11.086378 13.138359
92 47.616727 11.048502 12.853526
93 47.616727 9.151129 13.884206
94 47.616727 8.439248 13.708114
95 47.616727 8.858747 12.665432
96 47.616727 10.941311 12.018179
97 47.616727 9.594233 12.636795
98 47.616727 7.193909 13.071065
99 47.616727 10.615757 13.883702
