

gen best mean std
0 11.749951 -5.693867 3.78581
1 13.800212 -3.523707 4.335848
2 13.801356 -1.6093 4.811867
3 19.419869 0.786357 5.476697
4 23.008942 4.740322 6.118203
5 32.560638 8.118792 6.31116
6 32.560638 10.914358 5.436579
7 32.560638 13.863556 4.017593
8 32.560638 15.211917 3.868271
9 32.560638 15.680368 3.690072
10 32.560638 15.919151 4.186798
11 32.560638 16.856039 3.971486
12 32.560638 17.423614 4.164431
13 32.560638 18.310942 3.979689
14 32.560638 19.490252 3.879623
15 32.560638 20.259358 3.668258
16 37.9657 21.330052 3.87435
17 37.9657 22.414225 3.379223
18 37.9657 22.646867 3.778652
19 39.840805 23.580388 3.8036
20 39.840805 23.624013 4.068796
21 39.840805 24.097777 3.752094
22 39.840805 24.201526 4.211571
23 39.840805 24.360552 4.644839
24 39.840805 24.756171 4.384891
25 39.840805 25.653573 4.233691
26 39.840805 26.107507 4.551779
27 39.840805 26.414222 4.610494
28 39.840805 26.525249 4.774944
29 39.840805 27.185434 4.581445
30 39.840805 27.536338 4.535582
31 39.840805 27.973064 4.117367
32 39.840805 27.998637 4.175204
33 39.840805 27.812014 4.607585
34 39.840805 27.663237 5.623264
35 39.840805 28.529849 4.081042
36 39.840805 29.250906 3.621098
37 39.840805 28.937759 4.860106
38 39.840805 29.877936 3.653941
39 39.840805 29.801141 3.826899
40 39.840805 30.034182 3.630283
41 39.840805 29.837772 4.287036
42 39.840805 30.297398 3.546729
43 39.840805 30.627683 3.308535
44 39.840805 30.642527 3.422351
45 39.840805 30.786304 3.937997
46 39.840805 30.689506 4.104223
47 39.840805 30.907533 4.005465
48 39.840805 31.13259 3.792798
49 39.840805 30.993897 4.405721
50 39.840805 31.192167 4.017948
51 39.840805 31.60039 3.747055
52 39.840805 31.584097 3.928304
53 39.840805 31.505969 4.41464
54 39.840805 31.799347 4.079563
55 39.840805 32.03404 4.398476
56 42.026336 32.402073 4.643044
57 42.026336 32.33414 4.585754
58 42.026336 32.714585 4.503304
59 42.026336 32.441108 4.836474
60 42.026336 32.719259 4.493082
61 42.026336 32.742582 4.737034
62 42.026336 32.80305 4.933454
63 42.026336 32.941036 5.047847
64 42.026336 32.986524 5.351734
65 42.026336 33.227941 4.962377
66 42.026336 33.785262 4.458097
67 42.026336 34.239609 4.493166
68 42.026336 34.293057 4.584588
69 42.026336 34.084064 5.195417
70 42.026336 34.498295 4.848023
71 42.026336 34.742183 4.683912
72 42.026336 35.093535 4.104542
73 42.026336 35.139718 4.179276
74 42.026336 35.558114 3.869559
75 42.026336 35.972809 3.946065
76 42.026336 35.928228 4.323738
77 42.026336 36.380495 3.319626
78 42.026336 36.151156 4.064156
79 43.512149 35.850417 4.973865
80 43.512149 35.978197 4.96752
81 43.512149 37.125401 3.010498
82 43.512149 37.0024 3.650184
83 43.512149 37.328732 2.911063
84 43.512149 37.172918 3.472232
85 43.512149 37.15163 3.740116
86 43.512149 36.600841 4.899477
87 43.512149 37.169638 3.842171
88 43.512149 37.766992 3.424041
89 43.512149 37.737747 3.607886
90 43.512149 37.441838 3.916684
91 43.512149 37.341589 4.890219
92 43.512149 37.583306 3.762537
93 43.512149 37.503019 4.539209
94 43.512149 37.849454 3.643456
95 43.512149 37.720382 3.893256
96 43.512149 37.719708 3.940022
97 43.512149 36.705738 5.718609
98 43.512149 37.472605 4.194144
99 44.347386 37.608417 4.272095

gen best mean std
99 44.347386 37.608417 4.272095

gen best mean std
99 44.347386 37.608417 4.272095
