

gen best mean std
0 17.133097 -5.19046 4.862709
1 26.2969 -3.084007 6.84468
2 26.2969 -0.280429 7.698854
3 26.2969 2.990554 8.029049
4 27.535786 8.445345 8.274318
5 27.535786 12.91206 5.820791
6 40.057901 15.489741 4.721912
7 40.057901 16.278935 4.546685
8 40.057901 17.121644 4.836598
9 40.057901 17.860363 4.953309
10 40.057901 19.433257 5.216113
11 40.057901 20.863623 5.013557
12 40.057901 22.18725 4.91048
13 40.057901 22.446186 4.80258
14 40.057901 22.973702 4.589031
15 40.057901 23.69278 4.270617
16 40.057901 24.373929 4.502238
17 40.057901 24.565315 4.60497
18 40.057901 25.142709 4.600004
19 40.057901 25.562782 4.44315
20 40.057901 26.005445 4.393079
21 40.057901 25.919395 4.831893
22 40.057901 26.983311 4.166897
23 40.057901 27.5758 4.06965
24 40.057901 27.995796 4.237337
25 40.057901 28.340697 3.923131
26 41.966345 28.226108 4.649459
27 41.966345 28.380904 4.822814
28 41.966345 28.650786 4.730596
29 41.966345 29.048452 4.574053
30 41.966345 29.456534 4.482426
31 41.966345 29.747596 4.336871
32 41.966345 29.349278 5.193119
33 41.966345 29.577049 5.024016
34 45.024616 30.144204 4.870953
35 45.024616 29.888075 5.351021
36 45.024616 30.726403 4.547654
37 45.024616 31.2881 4.265823
38 45.024616 31.151252 4.613898
39 45.024616 31.196082 4.891261
40 45.024616 30.565444 5.702674
41 45.024616 31.3408 5.151146
42 45.024616 31.488944 4.902836
43 45.024616 31.170166 5.332021
44 45.024616 31.186708 5.338821
45 45.024616 31.188061 5.439714
46 45.024616 31.681208 5.005904
47 45.024616 31.654747 5.07463
48 45.024616 31.188702 5.783347
49 45.024616 31.663139 5.009147
50 45.024616 31.264004 5.686346
51 45.024616 31.99741 4.815572
52 45.024616 32.137429 4.926922
53 45.024616 31.957802 5.312993
54 45.024616 32.346104 5.169074
55 45.024616 32.41797 5.080888
56 45.024616 32.515646 5.3129
57 45.024616 32.159665 6.108224
58 45.024616 32.892301 5.217455
59 45.024616 32.837561 5.614333
60 45.024616 33.570591 4.788178
61 45.024616 33.731731 4.961045
62 45.024616 33.185006 5.826842
63 45.024616 33.334069 5.735996
64 45.024616 33.872347 5.086663
65 45.024616 34.2005 4.88745
66 45.024616 34.250114 4.967909
67 45.024616 34.266871 5.203355
68 45.024616 34.155433 5.659083
69 45.024616 34.569195 5.211018
70 45.024616 34.48863 5.306626
71 45.024616 34.482716 5.493274
72 45.024616 34.61737 5.261458
73 45.024616 34.966307 4.77131
74 45.024616 34.934188 4.92712
75 45.024616 34.853647 5.483152
76 45.024616 34.94462 5.233774
77 45.024616 35.119336 5.078603
78 45.024616 35.710076 4.095911
79 45.024616 35.563352 5.076827
80 45.024616 35.891438 4.382057
81 45.024616 35.561009 4.675268
82 45.024616 35.336311 5.172265
83 45.024616 35.387469 5.374524
84 45.024616 35.36251 5.456475
85 45.024616 35.563673 5.189112
86 45.024616 35.477336 5.561407
87 45.024616 36.09083 4.395221
88 45.024616 35.981317 4.581287
89 45.024616 36.046839 4.529944
90 45.024616 35.388806 5.859957
91 45.024616 35.666911 5.201581
92 45.024616 35.450386 6.566539
93 45.024616 34.978045 6.752228
94 45.024616 35.273703 6.332115
95 45.024616 35.526346 5.838298
96 45.024616 35.650276 6.02896
97 46.808573 36.794029 5.022444
98 46.808573 36.366828 5.746748
99 46.808573 36.101256 6.096665

gen best mean std
99 46.808573 36.101256 6.096665

gen best mean std
99 46.808573 36.101256 6.096665
