gen best mean std
0 20.239781 -5.157405 5.682211
1 30.258909 -3.310579 8.007322
2 30.889768 -0.679867 9.951735
3 32.555265 2.465749 11.397720
4 34.768881 3.065988 10.809712
5 34.768881 4.211422 11.050346
6 34.768881 4.809680 10.629367
7 34.768881 4.417587 11.245930
8 34.768881 9.181496 10.495141
9 34.768881 2.883605 11.616138
10 34.768881 5.911986 9.981548
11 34.768881 9.078105 9.374178
12 34.768881 5.983075 10.760191
13 34.768881 7.156219 12.071919
14 34.768881 9.272895 10.574927
15 34.768881 8.125908 10.885094
16 34.768881 9.269438 10.921569
17 34.768881 9.620659 12.267183
18 34.768881 8.785004 11.643472
19 39.466403 9.596457 12.444630
20 39.466403 7.381277 13.446222
21 39.466403 7.219739 13.167524
22 39.466403 8.571930 12.246513
23 39.466403 11.068190 11.262255
24 39.466403 7.688189 12.024051
25 39.466403 8.668909 11.677820
26 39.466403 8.745356 11.192783
27 39.466403 9.589891 11.488491
28 39.466403 10.197073 11.270126
29 39.466403 9.163639 12.148620
30 39.466403 12.418439 10.502078
31 39.466403 10.806143 11.237375
32 39.466403 8.459277 12.450835
33 39.466403 12.951071 11.875098
34 39.466403 13.064368 13.204279
35 39.466403 10.976596 13.480424
36 39.466403 11.649866 13.134698
37 41.406797 12.909528 11.515867
38 43.327332 12.476869 14.132152
39 43.327332 12.542739 13.265504
40 43.327332 13.023774 13.236844
41 43.327332 12.680866 13.345939
42 43.327332 14.485453 13.472795
43 43.327332 15.118827 13.200813
44 43.327332 15.935559 11.742067
45 43.327332 14.733152 11.955291
46 43.327332 14.088380 13.400299
47 43.327332 16.080539 11.915389
48 43.327332 12.657235 13.779090
49 43.327332 13.784042 13.816008
50 43.327332 16.196595 12.431587
51 43.327332 13.489451 12.470094
52 43.327332 14.178942 13.310439
53 43.327332 13.760531 13.382788
54 43.327332 12.097929 14.458928
55 43.327332 10.156923 13.144140
56 43.327332 9.896088 13.681607
57 43.327332 12.211829 13.726687
58 43.327332 12.232828 14.110190
59 43.327332 12.415668 12.903366
60 43.327332 13.905389 13.265991
61 43.327332 14.033643 14.787646
62 43.327332 16.310498 12.496874
63 43.327332 15.438215 13.453074
64 43.327332 13.610243 13.631308
65 43.327332 10.784752 13.697398
66 43.327332 12.248385 14.988056
67 43.327332 14.031734 13.608973
68 43.545794 13.233206 14.836768
69 43.545794 11.448631 13.520508
70 43.545794 14.265165 13.076185
71 43.545794 12.299730 14.836056
72 43.545794 12.597319 13.494297
73 43.545794 16.701932 13.754262
74 43.545794 14.202300 13.878722
75 43.545794 15.276588 12.833265
76 43.545794 16.343692 13.006084
77 43.545794 16.314955 12.980214
78 43.545794 19.290523 11.920977
79 43.545794 17.952585 11.707782
80 43.545794 16.050757 13.081298
81 43.545794 15.759808 12.418513
82 43.545794 13.661041 13.153842
83 43.545794 12.877632 12.400072
84 43.545794 14.289036 11.836572
85 43.545794 16.051541 11.704026
86 43.545794 14.507552 12.776334
87 43.545794 16.719845 11.418977
88 43.545794 16.062996 12.248320
89 43.545794 12.957030 13.182674
90 43.545794 12.377115 13.075357
91 43.545794 15.447082 13.302347
92 43.545794 14.999657 12.007149
93 43.545794 16.034627 11.055512
94 43.545794 13.424192 12.518831
95 43.545794 14.510927 12.111464
96 43.545794 11.971611 13.682896
97 43.545794 12.097341 14.146679
98 43.545794 16.138472 11.865025
99 43.545794 13.184196 13.057911
