gen best mean std
0 15.951444 -5.935904 4.647537
1 17.592879 -3.567073 7.432002
2 22.330097 0.601468 9.516895
3 26.824481 2.883717 10.089611
4 26.824481 4.183847 11.090977
5 33.629593 8.087724 10.476163
6 33.629593 9.070996 12.061564
7 33.629593 8.162337 11.776100
8 33.629593 9.671875 11.941731
9 33.629593 8.116706 12.143791
10 34.593341 10.702011 12.288119
11 34.593341 8.817403 12.121921
12 34.593341 8.622300 12.352515
13 34.593341 8.385171 12.837736
14 34.593341 9.294593 12.383942
15 34.593341 7.868159 12.829121
16 34.593341 7.677548 12.895495
17 34.593341 8.248589 12.623347
18 34.593341 9.046356 12.595193
19 34.593341 11.607251 12.771195
20 34.593341 10.105236 12.208858
21 34.593341 7.259563 12.928485
22 34.593341 11.759208 12.379138
23 37.294386 9.393971 13.279146
24 37.294386 11.460193 12.246836
25 37.294386 10.560765 12.339733
26 37.294386 9.745780 12.822705
27 37.294386 12.530777 11.794000
28 37.294386 11.121158 11.759682
29 37.294386 11.334681 12.763821
30 37.294386 10.395114 13.385810
31 37.294386 12.095636 12.231502
32 37.294386 9.691422 13.037974
33 37.294386 9.830624 13.026702
34 37.294386 9.985328 13.217805
35 37.294386 8.441698 13.613607
36 37.294386 9.800785 13.147757
37 37.294386 9.745889 13.413032
38 37.294386 10.077397 13.099784
39 37.294386 8.590056 12.320984
40 37.294386 10.617082 11.314079
41 37.294386 10.188726 12.515931
42 37.294386 8.646337 13.565464
43 37.294386 9.613114 12.270146
44 37.294386 8.628303 13.167731
45 37.294386 10.187768 12.985683
46 37.294386 11.905419 10.376893
47 37.294386 9.416589 12.374111
48 42.559960 10.202121 13.443813
49 42.559960 9.841571 12.894009
50 42.559960 9.597032 13.462722
51 42.559960 9.640640 13.832273
52 42.559960 9.354645 13.435247
53 42.559960 9.369132 11.896238
54 42.559960 11.032260 13.515193
55 42.559960 11.421621 13.463881
56 42.559960 12.049786 13.096810
57 42.559960 13.433908 12.078221
58 42.559960 12.442016 10.788999
59 42.559960 12.515849 11.224380
60 42.559960 11.991492 12.704970
61 42.559960 10.255314 13.199445
62 42.559960 11.443275 12.933858
63 42.559960 10.004667 12.666452
64 42.559960 13.201785 11.944350
65 42.559960 11.220256 12.087993
66 42.559960 10.926484 12.660098
67 42.559960 9.699103 13.589824
68 42.559960 10.303551 12.972108
69 42.559960 11.905071 12.734238
70 42.559960 8.831073 12.884401
71 42.559960 9.849117 12.501499
72 42.559960 12.646039 12.392170
73 42.559960 11.387711 13.940925
74 42.559960 9.587666 14.086990
75 42.559960 10.427498 12.948817
76 42.559960 11.894832 12.260848
77 42.559960 10.405694 12.982521
78 42.559960 10.431749 13.370259
79 42.559960 9.996884 13.041634
80 42.559960 10.588050 12.209651
81 42.559960 8.734995 12.774774
82 42.559960 10.553484 12.274079
83 45.986892 10.229086 13.481317
84 45.986892 11.622417 12.341552
85 45.986892 8.018946 13.000159
86 47.589095 7.004127 13.718301
87 47.589095 6.995423 13.361309
88 47.589095 7.815170 14.519441
89 47.589095 8.088208 13.270323
90 47.589095 10.458993 13.649414
91 47.589095 8.371093 13.753002
92 47.589095 10.174845 14.053888
93 47.589095 9.529650 14.366192
94 47.589095 10.497089 13.368843
95 47.589095 10.425228 12.655070
96 47.589095 11.813498 13.409348
97 47.589095 12.028798 13.071168
98 47.589095 10.675221 13.290233
99 47.589095 9.528226 14.444074
