gen best mean std
0 24.991918 -3.834344 6.719556
1 28.875752 1.403248 10.343924
2 41.722080 2.800295 12.391772
3 41.722080 7.723023 13.945025
4 46.893342 10.061740 15.719127
5 46.893342 9.448983 15.885967
6 46.893342 9.571628 15.604106
7 46.893342 10.923104 16.220504
8 47.390911 12.206154 17.064607
9 49.343584 12.457609 16.394718
10 49.343584 10.865871 16.020771
11 53.212593 9.950565 17.186052
12 53.212593 11.504483 17.094161
13 53.212593 12.215849 16.694148
14 53.212593 13.501880 17.338418
15 53.212593 13.251456 16.410312
16 60.000521 11.111839 17.903673
17 60.000521 12.187850 17.806256
18 60.000521 14.326913 17.568660
19 60.000521 14.226430 18.536631
20 60.000521 15.394351 17.875576
21 61.501742 15.455861 19.148408
22 66.006369 14.311277 19.188033
23 72.091728 16.490481 20.208265
24 72.091728 16.232564 20.571521
25 72.091728 14.724749 19.042313
26 72.091728 17.911764 19.425168
27 72.091728 16.027109 20.299129
28 72.091728 16.549132 19.690234
29 72.091728 15.399893 20.151195
30 72.091728 15.042150 19.991897
31 72.091728 18.513282 19.182351
32 72.091728 17.465599 20.614599
33 72.091728 16.546751 20.753550
34 72.091728 16.484988 20.141174
35 72.091728 17.371792 19.074336
36 72.091728 16.901206 19.807499
37 72.091728 16.172870 18.516885
38 72.091728 18.677194 19.403316
39 72.091728 19.684563 19.599687
40 72.091728 18.159519 18.623865
41 72.091728 18.989109 18.447159
42 72.091728 17.825473 20.058216
43 72.091728 17.732031 19.605525
44 72.091728 19.670206 18.560361
45 72.091728 19.692479 18.846752
46 72.091728 18.445393 19.664732
47 72.091728 17.052744 18.124490
48 72.091728 19.154516 18.217769
49 72.091728 18.364448 18.723560
50 72.091728 20.023272 19.347634
51 72.091728 17.559327 19.481428
52 72.091728 16.435746 19.840995
53 72.091728 16.014703 20.017664
54 75.288754 17.317412 21.152273
55 75.288754 17.681443 19.537360
56 75.288754 17.737764 19.235852
57 75.288754 13.720508 20.332018
58 75.288754 17.240744 21.348349
59 75.288754 14.890517 20.310622
60 75.288754 17.299636 19.846342
61 75.288754 15.844384 19.935395
62 75.288754 18.553991 19.839530
63 75.288754 20.410469 18.706992
64 75.288754 18.974432 20.808319
65 75.288754 14.913880 20.570702
66 75.288754 17.076440 19.836032
67 75.288754 16.179110 18.909971
68 75.288754 16.423786 19.946008
69 75.288754 15.468932 20.383578
70 75.288754 16.462082 18.813624
71 75.288754 18.511936 18.406458
72 75.288754 17.439820 19.428607
73 75.288754 18.626586 18.780590
74 75.288754 16.623531 20.364574
75 75.288754 14.958052 18.716643
76 75.288754 17.190852 18.479213
77 75.288754 15.871870 19.479299
78 79.445163 15.836852 19.311637
79 79.445163 18.703825 20.155220
80 79.445163 14.878514 19.756339
81 79.445163 16.749064 20.354865
82 79.445163 19.263639 19.077585
83 79.445163 17.875087 19.017629
84 79.445163 20.292609 19.202004
85 79.445163 18.002947 20.686814
86 79.445163 16.570048 21.191465
87 79.445163 17.851059 19.367524
88 79.445163 16.409263 21.643929
89 79.445163 16.282165 21.656439
90 79.445163 19.118412 19.823402
91 79.445163 15.582331 20.877023
92 79.445163 14.920102 20.016344
93 79.445163 18.396493 20.551576
94 79.445163 17.874220 18.627644
95 79.445163 17.504339 21.029317
96 79.445163 16.837687 18.579505
97 79.445163 18.224301 19.115423
98 79.445163 17.040106 20.316184
99 79.445163 20.606810 19.016699
