gen best mean std
0 13.801356 -5.636221 5.244666
1 24.743497 -0.692366 8.866666
2 29.561930 4.693053 9.962489
3 31.495861 4.583354 10.548767
4 31.495861 6.249196 11.910273
5 31.495861 8.739190 11.411602
6 31.495861 4.767387 11.522222
7 36.413297 6.453800 12.957066
8 36.413297 7.496491 12.631502
9 37.245061 9.685945 13.210141
10 37.245061 9.528027 11.963630
11 37.245061 6.005918 11.826060
12 37.245061 8.975317 11.751174
13 37.245061 8.099009 11.718412
14 37.245061 8.408495 12.431022
15 50.694633 11.493605 12.891515
16 50.694633 12.425103 11.963272
17 50.694633 10.626187 11.553942
18 50.694633 9.624571 12.520172
19 50.694633 10.353967 12.621988
20 50.694633 10.158789 12.770827
21 50.694633 9.345513 13.639244
22 50.694633 11.905452 13.049721
23 50.694633 8.172636 13.515486
24 50.694633 9.090133 14.818502
25 50.694633 9.395771 13.958400
26 50.694633 10.249875 11.986930
27 50.694633 7.509728 13.254967
28 50.694633 9.995319 12.807047
29 50.694633 8.548989 12.980361
30 50.694633 8.477736 12.797173
31 50.694633 10.362396 12.709741
32 50.694633 10.206789 12.689466
33 50.694633 6.143632 13.208211
34 50.694633 9.284112 13.449447
35 50.694633 14.497498 11.929771
36 50.694633 11.898332 13.129627
37 50.694633 10.780633 13.048152
38 50.694633 11.106202 12.672119
39 50.694633 9.359498 13.287191
40 50.694633 7.138663 13.469428
41 50.694633 8.972954 13.716647
42 50.694633 10.955902 13.768623
43 50.694633 12.985824 13.596955
44 50.694633 12.716142 12.776633
45 50.694633 10.538879 14.012855
46 50.694633 8.515929 13.267336
47 50.694633 9.718425 12.971003
48 50.694633 10.580513 12.840558
49 50.694633 7.906316 14.453018
50 50.694633 8.143732 14.129886
51 50.694633 8.292609 12.825182
52 50.694633 13.422438 13.894787
53 50.694633 12.781758 11.766069
54 50.694633 13.450950 12.192418
55 50.694633 12.400566 12.841347
56 50.694633 12.374903 12.995751
57 50.694633 11.397618 12.674304
58 50.694633 13.459114 12.383107
59 50.694633 14.109704 13.022413
60 50.694633 14.506978 12.557532
61 50.694633 11.276416 12.865578
62 50.694633 11.801521 13.653737
63 50.694633 14.485448 13.437119
64 50.694633 14.880804 12.683984
65 50.694633 14.876646 12.797256
66 50.694633 14.926633 12.394835
67 50.694633 14.966405 12.600116
68 50.694633 13.959637 12.633534
69 50.694633 15.498455 12.636715
70 50.694633 13.759027 13.323424
71 50.694633 14.233475 12.872063
72 50.694633 14.151016 12.441433
73 50.694633 12.329475 12.455304
74 50.694633 15.350615 12.240591
75 50.694633 15.282521 12.946307
76 50.694633 14.814688 13.539869
77 50.694633 14.630636 12.450729
78 50.694633 14.037292 12.783214
79 50.694633 13.904533 12.319153
80 50.694633 14.386655 12.690813
81 50.694633 14.995271 12.193534
82 50.694633 13.450482 13.234621
83 50.694633 13.258127 13.415914
84 50.694633 11.391054 13.796732
85 50.694633 11.622543 12.916623
86 50.694633 12.844159 12.227476
87 50.694633 13.609673 12.283450
88 50.694633 12.770885 13.564573
89 50.694633 13.557155 12.545746
90 50.694633 13.393922 13.929723
91 50.694633 13.400491 14.339245
92 50.694633 14.336245 12.172110
93 50.694633 14.858249 12.827187
94 50.694633 15.472587 12.414977
95 50.694633 15.703478 12.345323
96 50.694633 14.442870 12.941719
97 50.694633 11.709597 12.598195
98 50.694633 13.810932 12.927079
99 50.694633 12.688828 13.190985
