

gen best mean std
0 20.355349 -5.112808 4.385524
1 20.355349 -2.505779 5.620607
2 23.333511 -0.09692 6.264596
3 23.333511 3.018618 6.728387
4 31.21732 6.88916 7.151479
5 31.21732 11.028425 6.260606
6 31.21732 14.475255 4.763476
7 31.21732 15.793314 4.412714
8 31.21732 16.08972 4.539211
9 31.21732 16.44633 4.706994
10 31.21732 17.642649 5.0802
11 31.21732 18.911741 5.06205
12 32.452708 20.268308 4.974095
13 32.452708 21.496692 4.634795
14 39.516893 22.617927 4.602328
15 39.516893 23.914727 4.190212
16 39.516893 24.679085 3.757105
17 39.516893 24.780926 4.036939
18 39.516893 26.025382 3.70015
19 39.516893 26.366739 3.767556
20 39.516893 27.239516 3.694882
21 39.516893 27.725912 3.514149
22 39.516893 28.212287 3.191198
23 39.516893 28.38642 4.122788
24 39.516893 28.836293 3.990095
25 39.516893 29.223634 3.797719
26 39.516893 29.769504 3.487165
27 39.516893 29.635139 4.340277
28 39.516893 30.525596 3.194654
29 39.516893 31.130885 2.895508
30 39.516893 30.804261 3.871966
31 39.516893 30.979322 3.715477
32 39.516893 31.103042 3.924176
33 39.516893 31.563027 3.280197
34 39.516893 31.7415 3.685484
35 39.516893 31.185604 4.709374
36 39.516893 31.991037 3.335168
37 39.516893 32.158141 3.154138
38 39.531415 32.761519 2.907949
39 39.531415 33.053569 2.813499
40 39.531415 33.011629 2.921604
41 39.531415 32.258993 4.589971
42 40.966256 32.664059 4.417757
43 40.966256 33.452379 3.501045
44 40.966256 33.288942 3.812445
45 40.966256 33.146494 4.254616
46 40.966256 33.141704 4.588682
47 40.966256 33.804311 4.093011
48 40.966256 33.737959 4.371086
49 40.966256 34.387417 3.725639
50 42.804584 34.980001 3.869165
51 42.804584 34.287218 5.147672
52 42.804584 34.563794 4.906055
53 42.804584 35.068755 4.262318
54 42.804584 35.02007 4.576468
55 42.804584 35.528373 4.101392
56 42.804584 35.239347 4.890019
57 42.804584 35.229128 5.202811
58 42.804584 35.399318 4.698774
59 42.804584 35.136924 5.470949
60 42.804584 35.99044 3.935553
61 42.804584 35.893695 4.557247
62 42.804584 35.716514 4.655564
63 42.804584 36.106778 4.60129
64 42.804584 36.417505 3.971856
65 42.804584 36.266953 4.479519
66 43.068024 35.942336 4.603109
67 43.068024 35.902227 5.101757
68 43.068024 35.971565 4.995973
69 43.068024 36.05693 4.964231
70 43.068024 36.134726 4.584006
71 43.068024 35.990194 5.245119
72 43.068024 36.145791 5.004577
73 43.068024 36.539066 4.609187
74 43.068024 36.234085 5.503653
75 43.068024 36.665648 4.305721
76 43.068024 36.886984 4.250774
77 43.068024 36.894476 4.323024
78 43.068024 36.991516 4.645739
79 43.068024 36.520002 5.622213
80 43.068024 36.974155 4.756318
81 43.068024 36.969512 4.713288
82 43.068024 37.233426 4.151117
83 43.068024 37.229292 4.254783
84 43.068024 37.042797 4.776841
85 43.068024 36.502598 5.563058
86 43.068024 37.040567 4.272557
87 43.068024 36.647019 5.066535
88 43.068024 37.240816 4.002312
89 43.068024 36.899322 4.399336
90 43.068024 37.589204 3.889115
91 43.068024 38.015313 3.383041
92 43.068024 37.778595 3.93654
93 57.849724 38.342017 4.040376
94 57.849724 38.2786 4.424951
95 57.849724 38.494333 4.454049
96 57.849724 38.239647 4.941827
97 57.849724 38.495972 4.944625
98 57.849724 37.939403 5.394142
99 57.849724 38.408585 4.312444

gen best mean std
99 57.849724 38.408585 4.312444

gen best mean std
99 57.849724 38.408585 4.312444
