gen best mean std
0 22.321456 -6.112538 5.527792
1 25.261194 -2.869253 7.597012
2 25.261194 -0.044973 9.375113
3 26.123439 2.657112 10.101826
4 30.714052 6.127144 10.899353
5 30.714052 7.907365 11.434133
6 33.753115 7.367023 11.936822
7 33.753115 8.602373 11.399369
8 33.753115 6.752705 11.863439
9 33.753115 8.688224 11.683741
10 33.753115 9.151424 11.290803
11 33.753115 7.492962 12.403218
12 33.753115 9.546531 12.210263
13 33.753115 10.281060 11.581844
14 33.753115 10.554319 12.403040
15 33.753115 10.777973 11.719281
16 34.625452 12.032409 13.585106
17 34.625452 9.682719 13.166578
18 36.323823 11.081328 12.434437
19 36.323823 10.744031 12.849710
20 36.323823 9.178967 13.739981
21 36.323823 11.481658 12.371245
22 36.323823 11.770509 13.933965
23 36.323823 9.833624 13.720786
24 36.323823 9.485411 13.111185
25 36.323823 8.512536 14.192123
26 36.323823 10.321558 14.424637
27 36.323823 10.627595 13.653717
28 36.323823 8.867906 13.580844
29 46.614027 9.041463 14.966932
30 46.614027 10.404351 14.139595
31 46.614027 10.261489 14.994587
32 46.614027 9.471128 14.789170
33 46.614027 11.126822 14.457029
34 46.614027 12.182908 13.835276
35 46.614027 10.874304 13.330605
36 46.614027 12.024013 13.444937
37 46.614027 8.798035 13.818757
38 46.614027 10.486048 14.256720
39 46.614027 9.354249 13.557789
40 46.614027 11.470511 14.274329
41 46.614027 10.066250 13.752057
42 46.614027 9.787428 15.036013
43 46.614027 9.768189 14.864993
44 46.614027 9.155419 13.256793
45 46.614027 8.451678 14.651011
46 46.614027 9.401467 14.248534
47 46.614027 10.530841 14.428830
48 46.614027 10.487104 13.606022
49 46.614027 10.412140 13.685497
50 46.614027 10.138209 13.803634
51 46.614027 10.458221 14.196111
52 46.614027 9.383085 13.236772
53 46.614027 8.134620 13.908103
54 46.614027 7.975930 13.245782
55 46.614027 10.439085 13.035217
56 46.614027 10.308753 13.159884
57 46.614027 8.595863 14.010522
58 46.614027 10.822710 13.836872
59 46.614027 9.629292 13.345556
60 46.614027 8.604171 14.055491
61 46.614027 6.350353 13.279205
62 46.614027 10.289297 12.890103
63 46.614027 8.646975 13.233422
64 46.614027 10.092304 13.918385
65 46.614027 8.136881 13.998228
66 46.614027 7.673655 13.743111
67 46.614027 9.533874 14.288608
68 46.614027 9.319462 13.676817
69 46.614027 9.324090 13.846866
70 46.614027 8.099596 13.036836
71 46.614027 7.612338 14.439665
72 46.614027 7.627854 13.324494
73 46.614027 6.212370 13.243895
74 46.614027 4.960527 13.643419
75 46.614027 9.935800 13.266499
76 46.614027 5.865562 13.628023
77 46.614027 7.780635 13.312581
78 46.614027 10.072592 13.053016
79 46.614027 6.109070 12.648237
80 46.614027 6.761256 12.845269
81 46.614027 8.394897 11.846454
82 46.614027 7.603778 12.798258
83 46.614027 10.682962 12.745421
84 46.614027 11.874165 12.174663
85 46.614027 10.421718 13.031180
86 46.614027 9.344530 13.212346
87 46.614027 7.701306 14.292086
88 46.614027 10.864514 13.558849
89 46.614027 10.741236 12.552560
90 46.614027 8.192849 12.265550
91 46.614027 5.942500 12.927937
92 46.614027 7.814928 13.620848
93 46.614027 7.862429 11.829128
94 46.614027 10.069245 12.545317
95 46.614027 10.396775 11.939217
96 46.614027 9.412607 13.219226
97 46.614027 7.670211 12.611139
98 46.614027 8.622483 12.778711
99 46.614027 7.425679 12.722328
