gen best mean std
0 21.891934 -4.221315 5.446578
1 33.264829 -0.006843 9.562070
2 39.239402 3.876392 12.693188
3 43.354816 5.957852 12.102029
4 43.354816 8.238075 13.562963
5 51.563568 13.248823 15.104902
6 51.563568 12.660869 15.624968
7 51.563568 13.353479 15.214099
8 51.563568 12.952056 16.522639
9 55.185688 12.999252 17.655049
10 55.185688 11.415160 15.534647
11 55.185688 14.505545 17.811211
12 55.185688 13.392773 17.029310
13 55.185688 11.782105 16.377816
14 55.185688 15.042393 17.179852
15 55.185688 14.816641 17.987778
16 55.185688 17.471927 17.530880
17 55.185688 14.279306 16.791483
18 55.185688 16.470015 18.052617
19 55.185688 14.241717 16.774354
20 55.185688 14.961054 16.842844
21 55.185688 18.504161 16.691440
22 55.185688 15.294519 17.666470
23 55.185688 14.427434 18.105171
24 64.500136 17.683218 17.360385
25 64.500136 16.088940 17.670477
26 64.500136 17.622691 17.808142
27 64.500136 18.163349 18.615502
28 64.500136 18.956996 19.361310
29 69.926293 14.717219 20.832568
30 69.926293 17.190316 19.919216
31 69.926293 20.481723 19.885079
32 69.926293 18.370970 20.439157
33 69.926293 18.986824 20.452421
34 70.337009 17.224090 23.150823
35 70.337009 18.359137 21.979947
36 70.337009 15.428677 21.286325
37 70.337009 19.117823 21.330856
38 70.337009 15.410147 22.318067
39 70.337009 15.927493 21.008969
40 70.337009 16.357049 22.175227
41 73.091144 14.957907 22.337134
42 73.091144 15.494939 22.667630
43 73.091144 17.103200 22.228989
44 73.091144 18.733368 21.998607
45 73.091144 18.098826 20.232183
46 73.091144 15.930124 21.233084
47 73.091144 13.576114 20.768811
48 73.091144 14.795571 21.196194
49 73.091144 15.395126 20.944486
50 73.091144 16.175188 20.860049
51 74.219080 15.817402 22.451328
52 74.219080 16.434255 22.839971
53 74.219080 19.935879 20.833844
54 74.219080 17.365267 21.569390
55 74.219080 15.299065 20.436602
56 74.219080 13.955560 20.982416
57 74.219080 16.004506 19.218913
58 74.219080 15.703848 18.810892
59 74.219080 16.415646 19.161457
60 74.219080 20.451407 18.544154
61 74.219080 17.040422 19.527639
62 74.219080 19.949553 20.249605
63 74.219080 20.892437 18.077332
64 74.219080 19.065398 20.192963
65 74.219080 16.305548 19.170639
66 74.219080 17.564271 19.150101
67 74.219080 16.536235 19.055277
68 74.219080 19.597412 20.042842
69 74.219080 20.234995 19.683056
70 74.219080 20.934316 19.262484
71 74.219080 18.295259 18.268413
72 74.219080 20.219534 19.863148
73 74.219080 19.743248 18.624880
74 74.219080 18.073606 20.233339
75 74.219080 15.946065 18.819854
76 74.219080 18.504561 18.644783
77 74.219080 18.156568 19.128678
78 74.219080 20.578235 20.951514
79 74.219080 15.928314 19.651165
80 74.219080 19.485765 19.330339
81 74.219080 20.661419 19.512850
82 74.219080 20.939143 19.944644
83 74.219080 21.456198 19.628865
84 74.219080 18.751360 20.015125
85 74.219080 15.588415 19.092823
86 74.219080 17.762710 20.001110
87 78.952771 15.563567 20.442544
88 78.952771 18.427904 20.199963
89 78.952771 15.070453 20.010170
90 78.952771 18.324972 18.503890
91 78.952771 17.361511 20.090826
92 78.952771 17.795116 18.875755
93 78.952771 20.870063 18.857447
94 78.952771 16.569592 19.292293
95 78.952771 20.818257 19.446842
96 78.952771 20.154083 19.051613
97 78.952771 17.837364 18.150158
98 78.952771 20.651501 17.367737
99 78.952771 16.914458 19.450226
