gen best mean std
0 18.748118 -6.334551 5.633063
1 25.325682 -3.457633 7.929672
2 26.508434 -2.388209 9.035944
3 26.508434 1.171441 10.435744
4 29.939377 4.150746 11.869384
5 32.633441 6.521352 11.557714
6 32.633441 5.842681 10.943216
7 33.294483 6.526446 11.223385
8 41.663702 6.698420 13.670849
9 41.663702 8.329485 12.598270
10 41.663702 8.099009 13.287424
11 41.663702 9.707199 13.090187
12 41.663702 8.506905 12.973757
13 41.663702 8.547772 13.685506
14 41.663702 7.713682 14.859324
15 41.663702 10.025360 14.818295
16 41.663702 9.260186 13.054342
17 41.663702 9.803913 13.092525
18 41.663702 9.915308 13.242343
19 41.663702 9.960450 13.723535
20 41.663702 9.051363 13.657872
21 41.663702 8.324518 13.837882
22 41.663702 9.051138 13.497353
23 41.663702 10.521056 13.063556
24 41.663702 8.963241 13.857867
25 41.663702 10.306479 13.637655
26 41.663702 9.310714 13.510444
27 41.663702 10.320426 14.251106
28 41.663702 9.842250 13.981843
29 41.663702 9.895611 13.748662
30 41.663702 9.579197 13.738329
31 41.663702 10.616961 14.495615
32 41.663702 11.146020 13.459259
33 41.663702 9.146238 14.689490
34 41.663702 10.876980 13.328947
35 41.663702 11.732023 13.799815
36 41.663702 9.962509 13.696883
37 41.663702 8.682386 13.266328
38 41.663702 8.429759 14.063804
39 41.663702 8.950395 13.408463
40 41.663702 6.573833 14.516841
41 44.651858 8.373410 14.155629
42 44.651858 9.200103 14.187428
43 44.651858 8.603603 14.012561
44 44.651858 8.397715 13.752799
45 44.651858 6.993143 14.133431
46 44.651858 12.087061 14.073744
47 44.651858 9.487202 14.284248
48 44.651858 10.155901 13.565955
49 44.651858 9.576728 13.414861
50 44.651858 11.302154 12.816694
51 44.651858 11.098604 13.080874
52 44.651858 8.867727 13.395940
53 44.651858 7.303884 12.992853
54 44.651858 8.040746 13.025931
55 44.651858 6.658926 13.026349
56 44.651858 6.287820 13.353011
57 44.651858 7.532567 14.001658
58 44.651858 8.838566 13.389703
59 44.651858 6.763647 11.886672
60 44.651858 7.233806 12.265570
61 44.651858 6.624794 12.831272
62 44.651858 9.318985 11.946349
63 44.651858 7.683596 12.563240
64 44.651858 8.035951 15.548224
65 44.651858 9.143199 12.647057
66 44.651858 8.367642 13.168608
67 44.651858 9.889493 12.047255
68 44.651858 10.070259 13.137774
69 44.651858 9.507689 12.490818
70 44.651858 12.096052 11.795868
71 44.651858 9.694346 11.823440
72 44.651858 9.823495 12.301071
73 44.651858 8.011153 12.974753
74 44.651858 6.388287 12.822037
75 44.651858 10.014532 12.840678
76 44.651858 7.918662 12.948428
77 44.651858 9.666819 13.119315
78 44.651858 10.218167 12.615657
79 44.651858 6.485385 12.598053
80 44.651858 7.861079 13.075271
81 44.651858 8.100575 12.608404
82 44.651858 7.708658 12.214911
83 44.651858 8.745220 12.567639
84 44.651858 8.104764 12.298990
85 44.651858 9.265332 13.047830
86 44.651858 8.231854 13.404054
87 44.651858 8.377992 12.267777
88 44.651858 9.668226 12.696688
89 44.651858 11.103529 12.888973
90 44.651858 8.805863 12.287981
91 44.651858 8.883820 12.806953
92 44.651858 7.048877 13.537037
93 44.651858 11.554853 12.406648
94 44.651858 10.212534 12.838009
95 44.651858 11.121843 13.011825
96 44.651858 7.963248 12.809073
97 44.651858 10.591093 11.951217
98 44.651858 9.139251 13.473211
99 44.651858 10.061522 12.721305
